PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Corn,1.07,16.5,17.66
Apricots,3.71,22.1,81.99
Spinach,4.12,16.3,67.16
Tomatoes,3.16,32.7,103.33
Eggplant,2.32,23.7,54.98
Kale,5.02,29.2,146.58
Potatoes,0.86,0.8,0.69
Papaya,1.34,17.3,23.18
Celery,1.19,31.9,37.96
Corn,1.07,36.3,38.84
Bok choy,1.42,27.7,39.33
Carrots,1.26,25.4,32
Green peppers,1.89,8.8,16.63
Garlic,3.07,37.5,115.13
Spinach,4.12,18.9,77.87
Papaya,1.34,31.2,41.81
Cucumber,1.07,5.6,5.99
Yellow peppers,2.87,12.2,35.01
Grapes,2.63,20.1,52.86
Butternut squash,1.28,5,6.4
Kale,5.02,6,30.12
Corn,1.07,9,9.63
Brussels sprouts,1.65,14.1,23.27
Beets,1.51,38,57.38
Corn,1.07,20.5,21.94
Avocados,3.23,34.1,110.14
Daikon,1.4,13.8,19.32
Green peppers,1.89,9.5,17.96
Papaya,1.34,5.3,7.1
Tomatoes,3.16,4.6,14.54
Beets,1.51,7.8,11.78
Grapes,2.63,33.6,88.37
Cucumber,1.07,2.8,3
Okra,2.26,20.5,46.33
Brussels sprouts,1.65,29.9,49.34
Garlic,3.07,21.6,66.31
Eggplant,2.32,16.2,37.58
Beets,1.51,19.4,29.29
Apricots,3.71,26.1,96.83
Grapefruit,0.76,25.8,19.61
Corn,1.07,36,38.52
Papaya,1.34,7,9.38
Corn,1.07,35.4,37.88
Green beans,2.52,38.4,96.77
Bok choy,1.42,37.4,53.11
Green beans,2.52,26.9,67.79
Green peppers,1.89,16.2,30.62
Okra,2.26,38.5,87.01
Cherries,9.5,34.9,331.55
Bananas,0.86,32.7,28.12
Lettuce,1.88,9.7,18.24
Eggplant,2.32,37.3,86.54
Daikon,1.4,6,8.4
Strawberries,4.4,9.3,40.92
Apricots,3.71,14.8,54.91
Bananas,0.86,31.1,26.75
Apples,1.88,1.4,2.63
Cucumber,1.07,13.8,14.77
Okra,2.26,16.4,37.06
Ginger,5.13,25.8,132.35
Potatoes,0.86,29,24.94
Lettuce,1.88,5.7,10.72
Potatoes,0.86,25.6,22.02
Red onion,0.78,38.7,30.19
Butternut squash,1.28,5.7,7.3
Tomatoes,3.16,1.3,4.11
Strawberries,4.4,32.4,142.56
Brussels sprouts,1.65,9.4,15.51
Green cabbage,0.8,1.4,1.12
Lettuce,1.88,39.3,73.88
Butternut squash,1.28,3.1,3.97
Parsnips,2.27,7.7,17.48
Papaya,1.34,36.9,49.45
Avocados,3.23,25.5,82.37
Cucumber,1.07,34,36.38
Kale,5.02,31.6,158.63
Yellow peppers,2.87,30.9,88.68
Butternut squash,1.28,29.1,37.25
Kale,5.02,32.5,163.15
Corn,1.07,17.9,19.15
Spinach,4.12,37.4,154.09
Butternut squash,1.28,10.1,12.93
Green cabbage,0.8,8.3,6.64
Coconuts,1.18,28.3,33.39
Apricots,3.71,9.3,34.5
Grapefruit,0.76,39.2,29.79
Daikon,1.4,27.7,38.78
Lettuce,1.88,3.3,6.2
Asparagus,2.49,31.9,79.43
Brussels sprouts,1.65,15.6,25.74
Lemon,1.27,5.7,7.24
Yellow peppers,2.87,38.8,111.36
Beets,1.51,9.4,14.19
Apples,1.88,13,24.44
Lettuce,1.88,24.2,45.5
Parsnips,2.27,6.8,15.44
Fava beans,2.69,23.4,62.95
Lime,1.06,8.3,8.8
Tomatoes,3.16,9.5,30.02
Potatoes,0.86,18.5,15.91
Eggplant,2.32,7.2,16.7
Coconuts,1.18,28.1,33.16
Yellow peppers,2.87,33.6,96.43
Tomatoes,3.16,33.8,106.81
Asparagus,2.49,4.6,11.45
Bananas,0.86,23.5,20.21
Papaya,1.34,32.7,43.82
Avocados,3.23,17.6,56.85
Corn,1.07,14.8,15.84
Celery,1.19,13.3,15.83
Apricots,3.71,39.9,148.03
Corn,1.07,31.6,33.81
Parsnips,2.27,4,9.08
Ginger,5.13,2.8,14.36
Fava beans,2.69,17.7,47.61
Apples,1.88,23.6,44.37
Beets,1.51,31.7,47.87
Butternut squash,1.28,16.6,21.25
Green cabbage,0.8,9.4,7.52
Apples,1.88,7.2,13.54
Spinach,4.12,1.4,5.77
Coconuts,1.18,18.5,21.83
Corn,1.07,26.2,28.03
Butternut squash,1.28,36.3,46.46
Watermelon,0.66,23.2,15.31
Grapes,2.63,21.2,55.76
Apricots,3.71,11.9,44.15
Green peppers,1.89,27.5,51.98
Watermelon,0.66,18.1,11.95
Fava beans,2.69,9.9,26.63
Green beans,2.52,29.7,74.84
Orange,1.09,4,4.36
Green cabbage,0.8,6.2,4.96
Daikon,1.4,26.6,37.24
Bok choy,1.42,5.6,7.95
Bananas,0.86,37.2,31.99
Watermelon,0.66,0.9,0.59
Strawberries,4.4,25.9,113.96
Green beans,2.52,1.6,4.03
Strawberries,4.4,13.6,59.84
Carrots,1.26,6.7,8.44
Lemon,1.27,28.3,35.94
Butternut squash,1.28,8.1,10.37
Ginger,5.13,14.6,74.9
Daikon,1.4,31.8,44.52
Cherries,9.5,0.7,6.65
Celery,1.19,5.3,6.31
Potatoes,0.86,33.4,28.72
Grapes,2.63,14.1,37.08
Tomatoes,3.16,36.3,114.71
Corn,1.07,33.1,35.42
Orange,1.09,13,14.17
Watermelon,0.66,20.7,13.66
Butternut squash,1.28,29.4,37.63
Beets,1.51,26.3,39.71
Kale,5.02,29,145.58
Lime,1.06,23.5,24.91
Carrots,1.26,13.1,16.51
Butternut squash,1.28,14.8,18.94
Lemon,1.27,0.9,1.14
Orange,1.09,36.2,39.46
Celery,1.19,16,19.04
Cherries,9.5,26.3,249.85
Ginger,5.13,3.2,16.42
Okra,2.26,1.8,4.07
Watermelon,0.66,36.7,24.22
Lemon,1.27,18.2,23.11
Celery,1.19,4.6,5.47
Parsnips,2.27,2.9,6.58
Apples,1.88,29.8,56.02
Carrots,1.26,27,34.02
Grapefruit,0.76,17.7,13.45
Yellow peppers,2.87,6.5,18.66
Green beans,2.52,24.1,60.73
Grapefruit,0.76,22.1,16.8
Spinach,4.12,36.9,152.03
Eggplant,2.32,11.7,27.14
Apples,1.88,18.8,35.34
Grapes,2.63,0.9,2.37
Butternut squash,1.28,11.1,14.21
Carrots,1.26,28.1,35.41
Apricots,3.71,32.1,119.09
Parsnips,2.27,35.4,80.36
Grapefruit,0.76,38.6,29.34
Potatoes,0.86,37.4,32.16
Strawberries,4.4,23.8,104.72
Corn,1.07,33.9,36.27
Beets,1.51,27,40.77
Red onion,0.78,4.4,3.43
Grapes,2.63,10.3,27.09
Watermelon,0.66,35.8,23.63
Watermelon,0.66,35.1,23.17
Green beans,2.52,29.3,73.84
Asparagus,2.49,2.2,5.48
Beets,1.51,2.1,3.17
Apricots,3.71,8,29.68
Garlic,3.07,35.4,108.68
Orange,1.09,15.8,17.22
Lemon,1.27,28.4,36.07
Eggplant,2.32,9.3,21.58
Carrots,1.26,17.5,22.05
Lemon,1.27,19.1,24.26
Potatoes,0.86,3.2,2.75
Lettuce,1.88,6.1,11.47
Eggplant,2.32,31.9,74.01
Apples,1.88,19.8,37.22
Green cabbage,0.8,26.9,21.52
Kale,5.02,3.3,16.57
Apricots,3.71,6.6,24.49
Corn,1.07,5.6,5.99
Grapefruit,0.76,7.3,5.55
Corn,1.07,32.7,34.99
Brussels sprouts,1.65,0.5,0.83
Butternut squash,1.28,24.7,31.62
Apricots,3.71,39,144.69
Brussels sprouts,1.65,6.3,10.4
Orange,1.09,38.7,42.18
Bok choy,1.42,14.8,21.02
Brussels sprouts,1.65,14.5,23.93
Apples,1.88,22.1,41.55
Garlic,3.07,18.7,57.41
Apricots,3.71,5.9,21.89
Tomatoes,3.16,5.5,17.38
Eggplant,2.32,12.8,29.7
Green cabbage,0.8,21.8,17.44
Green peppers,1.89,26.7,50.46
Grapes,2.63,4.8,12.62
Green cabbage,0.8,13.1,10.48
Coconuts,1.18,35.9,42.36
Green peppers,1.89,39.9,75.41
Lime,1.06,9.9,10.49
Watermelon,0.66,4.6,3.04
Green beans,2.52,9.7,24.44
Watermelon,0.66,29.2,19.27
Yellow peppers,2.87,28,80.36
Parsnips,2.27,18.8,42.68
Beets,1.51,36.8,55.57
Corn,1.07,26.1,27.93
Corn,1.07,25.8,27.61
Lime,1.06,28.2,29.89
Butternut squash,1.28,23.8,30.46
Eggplant,2.32,7,16.24
Butternut squash,1.28,10.9,13.95
Corn,1.07,34.9,37.34
Fava beans,2.69,5,13.45
Orange,1.09,38.4,41.86
Lemon,1.27,4.6,5.84
Brussels sprouts,1.65,25.3,41.75
Garlic,3.07,27.2,83.5
Butternut squash,1.28,19.9,25.47
Okra,2.26,25.3,57.18
Okra,2.26,35.5,80.23
Red onion,0.78,29.6,23.09
Bok choy,1.42,8.9,12.64
Butternut squash,1.28,20.8,26.62
Lime,1.06,15.3,16.22
Papaya,1.34,1.9,2.55
Fava beans,2.69,26,69.94
Grapes,2.63,16.1,42.34
Okra,2.26,27.2,61.47
Strawberries,4.4,31,136.4
Green peppers,1.89,22.7,42.9
Cucumber,1.07,19.2,20.54
Daikon,1.4,29.2,40.88
Bananas,0.86,31.7,27.26
Fava beans,2.69,29.9,80.43
Okra,2.26,31.7,71.64
Green peppers,1.89,15.4,29.11
Orange,1.09,30.4,33.14
Tomatoes,3.16,21.7,68.57
Papaya,1.34,14.8,19.83
Parsnips,2.27,35.1,79.68
Celery,1.19,14.7,17.49
Red onion,0.78,17.7,13.81
Parsnips,2.27,8.4,19.07
Bok choy,1.42,4,5.68
Red onion,0.78,10.1,7.88
Okra,2.26,39.2,88.59
Okra,2.26,23.2,52.43
Cucumber,1.07,35,37.45
Grapes,2.63,18.5,48.66
Potatoes,0.86,37.1,31.91
Cherries,9.5,21.9,208.05
Eggplant,2.32,23.6,54.75
Green beans,2.52,37.1,93.49
Red onion,0.78,17.4,13.57
Brussels sprouts,1.65,15.4,25.41
Grapefruit,0.76,13.1,9.96
Kale,5.02,35.5,178.21
Lemon,1.27,39,49.53
Butternut squash,1.28,0.8,1.02
Cherries,9.5,2.2,20.9
Beets,1.51,11.4,17.21
Kale,5.02,23.8,119.48
Cucumber,1.07,21.8,23.33
Strawberries,4.4,20.4,89.76
Fava beans,2.69,25.5,68.6
Coconuts,1.18,19.2,22.66
Coconuts,1.18,27,31.86
Fava beans,2.69,23.4,62.95
Yellow peppers,2.87,16.5,47.36
Potatoes,0.86,35.8,30.79
Lime,1.06,38.8,41.13
Kale,5.02,18.2,91.36
Ginger,5.13,39.5,202.64
Parsnips,2.27,10.7,24.29
Cherries,9.5,15.2,144.4
Grapes,2.63,7.8,20.51
Spinach,4.12,18.4,75.81
Green cabbage,0.8,18.1,14.48
Lime,1.06,23.3,24.7
Carrots,1.26,14.1,17.77
Tomatoes,3.16,27,85.32
Potatoes,0.86,8.1,6.97
Avocados,3.23,27.1,87.53
Corn,1.07,26.2,28.03
Grapes,2.63,15,39.45
Spinach,4.12,33.4,137.61
Apples,1.88,24.1,45.31
Grapefruit,0.76,7.3,5.55
Potatoes,0.86,5.6,4.82
Ginger,5.13,12.5,64.13
Green cabbage,0.8,6.1,4.88
Coconuts,1.18,31.2,36.82
Okra,2.26,2.4,5.42
Beets,1.51,12.9,19.48
Kale,5.02,22,110.44
Carrots,1.26,5.3,6.68
Ginger,5.13,31.3,160.57
Eggplant,2.32,36.1,83.75
Red onion,0.78,37,28.86
Potatoes,0.86,4,3.44
Apples,1.88,23.8,44.74
Grapes,2.63,31.1,81.79
Lime,1.06,26,27.56
Grapefruit,0.76,3.9,2.96
Garlic,3.07,6.1,18.73
Butternut squash,1.28,15.2,19.46
Okra,2.26,20.5,46.33
Eggplant,2.32,14.4,33.41
Grapefruit,0.76,20.4,15.5
Coconuts,1.18,28.9,34.1
Green cabbage,0.8,33.1,26.48
Coconuts,1.18,16.6,19.59
Red onion,0.78,12.3,9.59
Garlic,3.07,36,110.52
Yellow peppers,2.87,11.8,33.87
Green peppers,1.89,7.6,14.36
Okra,2.26,23,51.98
Green cabbage,0.8,29.6,23.68
Watermelon,0.66,10.2,6.73
Cucumber,1.07,30.3,32.42
Orange,1.09,28.5,31.07
Fava beans,2.69,30.9,83.12
Parsnips,2.27,30.8,69.92
Asparagus,2.49,7.7,19.17
Spinach,4.12,37.4,154.09
Red onion,0.78,14.9,11.62
Brussels sprouts,1.65,26.4,43.56
Lime,1.06,4.3,4.56
Strawberries,4.4,34.9,153.56
Cherries,9.5,34.2,324.9
Beets,1.51,1.1,1.66
Lettuce,1.88,32.7,61.48
Tomatoes,3.16,38.4,121.34
Lettuce,1.88,2,3.76
Bananas,0.86,19.7,16.94
Carrots,1.26,24.5,30.87
Potatoes,0.86,20.8,17.89
Butternut squash,1.28,14.7,18.82
Grapes,2.63,15,39.45
Green peppers,1.89,3.7,6.99
Green beans,2.52,37.7,95
Papaya,1.34,32.4,43.42
Lime,1.06,28.3,30
Strawberries,4.4,40,176
Asparagus,2.49,18.3,45.57
Orange,1.09,7.3,7.96
Spinach,4.12,23.6,97.23
Okra,2.26,5.6,12.66
Spinach,4.12,32.5,133.9
Yellow peppers,2.87,39.4,113.08
Papaya,1.34,17.1,22.91
Kale,5.02,8.5,42.67
Cucumber,1.07,17.4,18.62
Tomatoes,3.16,27.6,87.22
Red onion,0.78,17.4,13.57
Bok choy,1.42,2.9,4.12
Bananas,0.86,13.4,11.52
Tomatoes,3.16,27,85.32
Yellow peppers,2.87,7,20.09
Spinach,4.12,39.4,162.33
Okra,2.26,9,20.34
Butternut squash,1.28,30.2,38.66
Parsnips,2.27,20.8,47.22
Papaya,1.34,36.8,49.31
Potatoes,0.86,23.5,20.21
Coconuts,1.18,18.1,21.36
Carrots,1.26,11.7,14.74
Cherries,9.5,3.3,31.35
Butternut squash,1.28,12.5,16
Coconuts,1.18,3.4,4.01
Kale,5.02,7.9,39.66
Coconuts,1.18,11.2,13.22
Bananas,0.86,8.6,7.4
Bok choy,1.42,22.1,31.38
Grapefruit,0.76,10.8,8.21
Grapes,2.63,33.7,88.63
Orange,1.09,25.1,27.36
Lettuce,1.88,29.4,55.27
Eggplant,2.32,5.3,12.3
Lettuce,1.88,10.5,19.74
Cherries,9.5,37.4,355.3
Green cabbage,0.8,26.5,21.2
Ginger,5.13,31.4,161.08
Corn,1.07,35.5,37.99
Lettuce,1.88,39.7,74.64
Avocados,3.23,17.6,56.85
Tomatoes,3.16,27.3,86.27
Grapes,2.63,7.5,19.73
Fava beans,2.69,26.1,70.21
Potatoes,0.86,12.5,10.75
Lettuce,1.88,31.3,58.84
Green peppers,1.89,17.1,32.32
Butternut squash,1.28,20,25.6
Green cabbage,0.8,35.7,28.56
Green beans,2.52,36.5,91.98
Grapes,2.63,21.6,56.81
Fava beans,2.69,14.9,40.08
Celery,1.19,26.5,31.54
Avocados,3.23,17.3,55.88
Eggplant,2.32,13.5,31.32
Bananas,0.86,7.5,6.45
Coconuts,1.18,13,15.34
Fava beans,2.69,24.2,65.1
Cucumber,1.07,10.8,11.56
Lettuce,1.88,20.5,38.54
Green beans,2.52,9.3,23.44
Brussels sprouts,1.65,25.8,42.57
Cucumber,1.07,19.5,20.87
Apples,1.88,17.3,32.52
Carrots,1.26,15.1,19.03
Lettuce,1.88,26.4,49.63
Potatoes,0.86,31,26.66
Green beans,2.52,28.9,72.83
Cherries,9.5,6.8,64.6
Lime,1.06,24.3,25.76
Daikon,1.4,1.3,1.82
Garlic,3.07,35.5,108.99
Apples,1.88,7.4,13.91
Lemon,1.27,6.8,8.64
Beets,1.51,19.7,29.75
Green peppers,1.89,12.4,23.44
Brussels sprouts,1.65,36.5,60.23
Yellow peppers,2.87,11,31.57
Green peppers,1.89,21.6,40.82
Daikon,1.4,9.3,13.02
Bok choy,1.42,24.7,35.07
Garlic,3.07,34.9,107.14
Potatoes,0.86,5,4.3
Red onion,0.78,23.1,18.02
Lemon,1.27,1,1.27
Lemon,1.27,7.3,9.27
Carrots,1.26,32.7,41.2
Parsnips,2.27,24.1,54.71
Cherries,9.5,2.3,21.85
Apples,1.88,16.4,30.83
Carrots,1.26,10.1,12.73
Grapefruit,0.76,35.2,26.75
Papaya,1.34,37.3,49.98
Eggplant,2.32,7.4,17.17
Green peppers,1.89,16.3,30.81
Green peppers,1.89,39.3,74.28
Carrots,1.26,8.5,10.71
Lime,1.06,18.8,19.93
Ginger,5.13,17.1,87.72
Red onion,0.78,28.2,22
Watermelon,0.66,38.5,25.41
Okra,2.26,15.1,34.13
Red onion,0.78,31.5,24.57
Orange,1.09,17.7,19.29
Lemon,1.27,13.5,17.15
Apricots,3.71,8.1,30.05
Lettuce,1.88,14.3,26.88
Avocados,3.23,7.8,25.19
Green cabbage,0.8,23.5,18.8
Avocados,3.23,34.8,112.4
Butternut squash,1.28,25.2,32.26
Cherries,9.5,17.1,162.45
Fava beans,2.69,15.7,42.23
Watermelon,0.66,37.7,24.88
Asparagus,2.49,12.6,31.37
Ginger,5.13,8.6,44.12
Butternut squash,1.28,37.9,48.51
Beets,1.51,24.1,36.39
Green cabbage,0.8,31,24.8
Strawberries,4.4,4.4,19.36
Green beans,2.52,3.2,8.06
Potatoes,0.86,1.3,1.12
Watermelon,0.66,27.5,18.15
Avocados,3.23,19.1,61.69
Okra,2.26,33.5,75.71
Green beans,2.52,7.5,18.9
Beets,1.51,25,37.75
Parsnips,2.27,2.6,5.9
Apples,1.88,20.8,39.1
Grapefruit,0.76,8.2,6.23
Green peppers,1.89,27.7,52.35
Potatoes,0.86,22,18.92
Green peppers,1.89,26.5,50.09
Celery,1.19,8.9,10.59
Cherries,9.5,26.4,250.8
Cucumber,1.07,35.2,37.66
Butternut squash,1.28,31.7,40.58
Yellow peppers,2.87,37.5,107.63
Red onion,0.78,39.3,30.65
Asparagus,2.49,5.8,14.44
Orange,1.09,25.5,27.8
Cucumber,1.07,31.7,33.92
Corn,1.07,2,2.14
Beets,1.51,34,51.34
Apples,1.88,10.7,20.12
Strawberries,4.4,26.8,117.92
Grapes,2.63,38.1,100.2
Celery,1.19,19.9,23.68
Kale,5.02,38.7,194.27
Apples,1.88,5.5,10.34
Fava beans,2.69,7.3,19.64
Yellow peppers,2.87,18.6,53.38
Parsnips,2.27,23.8,54.03
Celery,1.19,31.3,37.25
Spinach,4.12,22.8,93.94
Daikon,1.4,12.1,16.94
Daikon,1.4,34.8,48.72
Butternut squash,1.28,0.9,1.15
Fava beans,2.69,33,88.77
Cucumber,1.07,18.6,19.9
Tomatoes,3.16,18.4,58.14
Lemon,1.27,1.2,1.52
Cherries,9.5,6.7,63.65
Kale,5.02,12.4,62.25
Red onion,0.78,34.9,27.22
Apples,1.88,37.8,71.06
Apples,1.88,4.9,9.21
Carrots,1.26,0.6,0.76
Papaya,1.34,2.1,2.81
Lime,1.06,3.9,4.13
Lime,1.06,24.5,25.97
Lime,1.06,40,42.4
Lime,1.06,5.2,5.51
Potatoes,0.86,14.4,12.38
Lime,1.06,11.4,12.08
Daikon,1.4,28.3,39.62
Spinach,4.12,11.6,47.79
Asparagus,2.49,33.5,83.42
Bok choy,1.42,34.2,48.56
Apricots,3.71,23.5,87.19
Grapefruit,0.76,14.7,11.17
Beets,1.51,8.9,13.44
Apricots,3.71,14.2,52.68
Daikon,1.4,34.8,48.72
Asparagus,2.49,12.3,30.63
Watermelon,0.66,25.5,16.83
Okra,2.26,30.4,68.7
Strawberries,4.4,1.6,7.04
Lime,1.06,18,19.08
Eggplant,2.32,27.9,64.73
Watermelon,0.66,11.2,7.39
Avocados,3.23,10.3,33.27
Green peppers,1.89,14.9,28.16
Celery,1.19,18.8,22.37
Red onion,0.78,30.6,23.87
Corn,1.07,36.1,38.63
Asparagus,2.49,21.7,54.03
Carrots,1.26,27.1,34.15
Daikon,1.4,8,11.2
Butternut squash,1.28,12.3,15.74
Potatoes,0.86,7.3,6.28
Okra,2.26,29,65.54
Fava beans,2.69,17.9,48.15
Red onion,0.78,38.3,29.87
Lettuce,1.88,28.4,53.39
Corn,1.07,3.2,3.42
Green cabbage,0.8,36.3,29.04
Butternut squash,1.28,4,5.12
Grapefruit,0.76,32.4,24.62
Cherries,9.5,10.9,103.55
Apricots,3.71,14.5,53.8
Lettuce,1.88,32.3,60.72
Ginger,5.13,20.2,103.63
Bananas,0.86,11.3,9.72
Apples,1.88,28.6,53.77
Apples,1.88,24.9,46.81
Parsnips,2.27,25.1,56.98
Grapes,2.63,28.6,75.22
Eggplant,2.32,38.8,90.02
Avocados,3.23,16.3,52.65
Carrots,1.26,9.8,12.35
Coconuts,1.18,6.6,7.79
Grapefruit,0.76,19.7,14.97
Red onion,0.78,7.2,5.62
Green peppers,1.89,29.2,55.19
Butternut squash,1.28,10,12.8
Tomatoes,3.16,3.9,12.32
Brussels sprouts,1.65,8.7,14.36
Strawberries,4.4,37.8,166.32
Avocados,3.23,36,116.28
Orange,1.09,11.6,12.64
Butternut squash,1.28,23.7,30.34
Strawberries,4.4,13.8,60.72
Brussels sprouts,1.65,15.8,26.07
Red onion,0.78,33.5,26.13
Tomatoes,3.16,25.7,81.21
Green beans,2.52,24.1,60.73
Spinach,4.12,22.8,93.94
Orange,1.09,1.5,1.64
Avocados,3.23,17.9,57.82
Yellow peppers,2.87,23.1,66.3
Fava beans,2.69,6.8,18.29
Asparagus,2.49,12.1,30.13
Cucumber,1.07,26.4,28.25
Eggplant,2.32,16.6,38.51
Lemon,1.27,27.4,34.8
Apples,1.88,34.1,64.11
Kale,5.02,13.3,66.77
Lemon,1.27,17.9,22.73
Red onion,0.78,30.9,24.1
Green cabbage,0.8,33.8,27.04
Green beans,2.52,7.1,17.89
Ginger,5.13,8.4,43.09
Avocados,3.23,20.9,67.51
Spinach,4.12,9.8,40.38
Beets,1.51,30.8,46.51
Spinach,4.12,23.6,97.23
Brussels sprouts,1.65,24.5,40.43
Brussels sprouts,1.65,35.8,59.07
Garlic,3.07,19.3,59.25
Yellow peppers,2.87,16.3,46.78
Spinach,4.12,28,115.36
Corn,1.07,18.3,19.58
Eggplant,2.32,35.4,82.13
Red onion,0.78,32.1,25.04
Eggplant,2.32,27,62.64
Eggplant,2.32,35.2,81.66
Red onion,0.78,33.1,25.82
Tomatoes,3.16,14.6,46.14
Yellow peppers,2.87,8.2,23.53
Orange,1.09,29.9,32.59
Green beans,2.52,3.7,9.32
Cherries,9.5,13.7,130.15
Okra,2.26,10.9,24.63
Apples,1.88,4.1,7.71
Tomatoes,3.16,39.8,125.77
Butternut squash,1.28,9.5,12.16
Watermelon,0.66,9.3,6.14
Cucumber,1.07,36.3,38.84
Red onion,0.78,14.6,11.39
Potatoes,0.86,23.1,19.87
Apricots,3.71,2.9,10.76
Watermelon,0.66,38.7,25.54
Parsnips,2.27,14.5,32.92
Lettuce,1.88,32.9,61.85
Green cabbage,0.8,8.2,6.56
Daikon,1.4,19.6,27.44
Apricots,3.71,1.9,7.05
Cucumber,1.07,29.9,31.99
Strawberries,4.4,12.6,55.44
Green cabbage,0.8,22.4,17.92
Carrots,1.26,36.8,46.37
Corn,1.07,33.9,36.27
Apples,1.88,33.7,63.36
Lettuce,1.88,5.7,10.72
Garlic,3.07,25.8,79.21
Papaya,1.34,5,6.7
Eggplant,2.32,17.1,39.67
Ginger,5.13,8.9,45.66
Coconuts,1.18,20.8,24.54
Grapes,2.63,21.5,56.55
Garlic,3.07,19.3,59.25
Lettuce,1.88,13.7,25.76
Watermelon,0.66,2.4,1.58
Butternut squash,1.28,13.7,17.54
Apples,1.88,13.6,25.57
Okra,2.26,31.6,71.42
Apples,1.88,12.3,23.12
Butternut squash,1.28,12.3,15.74
Papaya,1.34,23.1,30.95
Daikon,1.4,24.2,33.88
Yellow peppers,2.87,39.6,113.65
Butternut squash,1.28,7.4,9.47
Green peppers,1.89,27.9,52.73
Tomatoes,3.16,3.9,12.32
Beets,1.51,30,45.3
Cucumber,1.07,20.7,22.15
Kale,5.02,8,40.16
Carrots,1.26,14.5,18.27
Papaya,1.34,27.5,36.85
Yellow peppers,2.87,38.5,110.5
Coconuts,1.18,17.6,20.77
Lime,1.06,26.9,28.51
Cucumber,1.07,15.4,16.48
Green peppers,1.89,3.4,6.43
Avocados,3.23,33.7,108.85
Orange,1.09,10.9,11.88
Green beans,2.52,20.6,51.91
Kale,5.02,25.9,130.02
Asparagus,2.49,20.7,51.54
Grapefruit,0.76,35.7,27.13
Lemon,1.27,26.6,33.78
Yellow peppers,2.87,29,83.23
Grapes,2.63,27.9,73.38
Beets,1.51,1,1.51
Celery,1.19,36.6,43.55
Orange,1.09,14.8,16.13
Apples,1.88,17.1,32.15
Beets,1.51,12.7,19.18
Butternut squash,1.28,17.2,22.02
Apples,1.88,31.2,58.66
Daikon,1.4,18.2,25.48
Green beans,2.52,13.7,34.52
Corn,1.07,38.5,41.2
Orange,1.09,21,22.89
Butternut squash,1.28,35.3,45.18
Daikon,1.4,8.6,12.04
Bok choy,1.42,7.4,10.51
Butternut squash,1.28,14.6,18.69
Parsnips,2.27,9.6,21.79
Grapes,2.63,10.5,27.62
Daikon,1.4,5,7
Brussels sprouts,1.65,30.9,50.99
Apples,1.88,8.7,16.36
Cherries,9.5,12.7,120.65
Carrots,1.26,31.5,39.69
Apples,1.88,11.7,22
Spinach,4.12,20.6,84.87
Tomatoes,3.16,10.2,32.23
Orange,1.09,12.1,13.19
Beets,1.51,27,40.77
Garlic,3.07,37.9,116.35
Green cabbage,0.8,0.5,0.4
Green cabbage,0.8,28,22.4
Green peppers,1.89,0.6,1.13
Parsnips,2.27,4.6,10.44
Garlic,3.07,38.4,117.89
Strawberries,4.4,5.4,23.76
Cucumber,1.07,5.8,6.21
Daikon,1.4,13.4,18.76
Cherries,9.5,6.8,64.6
Spinach,4.12,39.2,161.5
Eggplant,2.32,28.7,66.58
Butternut squash,1.28,9.7,12.42
Potatoes,0.86,29,24.94
Lettuce,1.88,33.7,63.36
Asparagus,2.49,0.5,1.25
Strawberries,4.4,17.2,75.68
Lettuce,1.88,2.7,5.08
Kale,5.02,22.2,111.44
Ginger,5.13,31.4,161.08
Corn,1.07,20.5,21.94
Coconuts,1.18,31.1,36.7
Strawberries,4.4,3.2,14.08
Tomatoes,3.16,19.2,60.67
Lettuce,1.88,1.6,3.01
Ginger,5.13,27.4,140.56
Brussels sprouts,1.65,10.6,17.49
Yellow peppers,2.87,13.8,39.61
Watermelon,0.66,16.2,10.69
Parsnips,2.27,36.1,81.95
Lettuce,1.88,5.2,9.78
Bananas,0.86,11,9.46
Cherries,9.5,27.4,260.3
Papaya,1.34,33.2,44.49
Okra,2.26,20.9,47.23
Green peppers,1.89,16.5,31.19
Kale,5.02,1.7,8.53
Lettuce,1.88,14.2,26.7
Orange,1.09,21,22.89
Parsnips,2.27,13.1,29.74
Bananas,0.86,30.9,26.57
Celery,1.19,3.1,3.69
Apples,1.88,14,26.32
Avocados,3.23,25.3,81.72
Avocados,3.23,13.3,42.96
Green cabbage,0.8,23.3,18.64
Apples,1.88,10.3,19.36
Butternut squash,1.28,14.7,18.82
Celery,1.19,2.6,3.09
Avocados,3.23,1.3,4.2
Corn,1.07,3.2,3.42
Corn,1.07,22.1,23.65
Butternut squash,1.28,32.3,41.34
Apples,1.88,36,67.68
Cucumber,1.07,2.9,3.1
Apricots,3.71,15.1,56.02
Kale,5.02,19.3,96.89
Orange,1.09,18.7,20.38
Bananas,0.86,14.6,12.56
Fava beans,2.69,33.8,90.92
Green beans,2.52,31.6,79.63
Orange,1.09,18.7,20.38
Bananas,0.86,21.7,18.66
Yellow peppers,2.87,28.8,82.66
Parsnips,2.27,13.9,31.55
Kale,5.02,2.8,14.06
Watermelon,0.66,3,1.98
Grapefruit,0.76,0.6,0.46
Avocados,3.23,5.4,17.44
Asparagus,2.49,16.6,41.33
Corn,1.07,16.4,17.55
